,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,_95_ci,county_code,county_name,data_comments,data_sources,data_years,denominator,denominator_note,indicator,indicator_number,location,mapping_distribution,measure_unit,percentage_rate,quartile,region_name,total_event_counts
122,395,2039,,12,Delaware,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.997944, 42.242972]}",3,Percentage,22.2,20.4 + : Q4,Northeastern New York,
123,287,2084,,15,Essex,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.685145, 44.166026]}",1,Percentage,18.8,0 - < 18.9 : Q1 & Q2,Northeastern New York,
124,278,621,,16,Franklin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.340621, 44.705699]}",3,Percentage,22.3,20.4 + : Q4,Northeastern New York,
125,1227,2085,,17,Fulton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.331296, 43.06014]}",2,Percentage,19.3,18.9 - < 20.4 : Q3,Northeastern New York,
126,88,2087,,19,Greene,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.973376, 42.298326]}",2,Percentage,20.4,18.9 - < 20.4 : Q3,Northeastern New York,
127,1409,622,,20,Hamilton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.395268, 43.618468]}",1,Percentage,11.3,0 - < 18.9 : Q1 & Q2,Northeastern New York,
128,1221,624,,27,Montgomery,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.341972, 42.933637]}",1,Percentage,13.5,0 - < 18.9 : Q1 & Q2,Northeastern New York,
129,432,2136,,36,Otsego,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-75.060334, 42.564852]}",1,Percentage,16.4,0 - < 18.9 : Q1 & Q2,Northeastern New York,
130,38,2138,,38,Rensselaer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.628669, 42.70098]}",1,Percentage,17.4,0 - < 18.9 : Q1 & Q2,Northeastern New York,
131,1148,2141,,41,Saratoga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.786779, 43.00894]}",1,Percentage,14.2,0 - < 18.9 : Q1 & Q2,Northeastern New York,
132,74,2142,,42,Schenectady,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.946838, 42.809233]}",2,Percentage,19.5,18.9 - < 20.4 : Q3,Northeastern New York,
133,1173,629,,43,Schoharie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.434606, 42.643426]}",2,Percentage,20.2,18.9 - < 20.4 : Q3,Northeastern New York,
134,128,2183,,52,Warren,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.716044, 43.403024]}",2,Percentage,19.7,18.9 - < 20.4 : Q3,Northeastern New York,
135,787,2184,,53,Washington,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.454761, 43.289513]}",3,Percentage,20.9,20.4 + : Q4,Northeastern New York,
136,,,,105,Northeastern New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,,,Percentage,18.2,,Northeastern New York,
137,1022,2040,,13,Dutchess,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.840468, 41.686216]}",1,Percentage,18.2,0 - < 18.9 : Q1 & Q2,Hudson Valley,
138,1496,2134,,33,Orange,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.241929, 41.422459]}",1,Percentage,17.5,0 - < 18.9 : Q1 & Q2,Hudson Valley,
139,1201,627,,37,Putnam,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.717443, 41.41131]}",1,Percentage,17.2,0 - < 18.9 : Q1 & Q2,Hudson Valley,
140,1546,628,,39,Rockland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.017033, 41.127287]}",1,Percentage,16.9,0 - < 18.9 : Q1 & Q2,Hudson Valley,
141,1024,2180,,48,Sullivan,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.711705, 41.705166]}",3,Percentage,22.2,20.4 + : Q4,Hudson Valley,
142,264,2182,,51,Ulster,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-74.099412, 41.848374]}",1,Percentage,18.8,0 - < 18.9 : Q1 & Q2,Hudson Valley,
143,1440,2185,,55,Westchester,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.805386, 41.039278]}",1,Percentage,14.0,0 - < 18.9 : Q1 & Q2,Hudson Valley,
144,,,,106,Hudson Valley,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,,,Percentage,16.3,,Hudson Valley,
145,1455,2094,,28,Nassau,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,16.0,0 - < 18.9 : Q1 & Q2,Nassau-Suffolk,
146,1421,2179,,47,Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",1,Percentage,17.5,0 - < 18.9 : Q1 & Q2,Nassau-Suffolk,
147,,,,108,Nassau-Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,,,Percentage,16.9,,Nassau-Suffolk,
148,,,,888,New York State (excludin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",g64,,,Percentage,17.6,,New York State,
149,1759,2031,,2,Allegany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,30.3,0 - < 35.4 : Q1 & Q2,Western New York,
150,1719,2034,,4,Cattaraugus,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",3,Percentage,38.0,37.8 + : Q4,Western New York,
151,1743,2035,,6,Chautauqua,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",1,Percentage,35.2,0 - < 35.4 : Q1 & Q2,Western New York,
152,62,2041,,14,Erie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",1,Percentage,31.7,0 - < 35.4 : Q1 & Q2,Western New York,
153,489,2086,,18,Genesee,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",2,Percentage,36.6,35.4 - < 37.8 : Q3,Western New York,
154,1107,2131,,29,Niagara,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",1,Percentage,35.4,0 - < 35.4 : Q1 & Q2,Western New York,
155,170,626,,34,Orleans,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",3,Percentage,38.7,37.8 + : Q4,Western New York,
156,415,2186,,56,Wyoming,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",2,Percentage,35.9,35.4 - < 37.8 : Q3,Western New York,
157,,,,101,Western New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,,,Percentage,33.8,,Western New York,
158,926,2036,,7,Chemung,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",1,Percentage,35.4,0 - < 35.4 : Q1 & Q2,Finger Lakes,
159,232,2091,,24,Livingston,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",1,Percentage,34.7,0 - < 35.4 : Q1 & Q2,Finger Lakes,
160,1666,2093,,26,Monroe,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",1,Percentage,33.4,0 - < 35.4 : Q1 & Q2,Finger Lakes,
161,178,2133,,32,Ontario,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",1,Percentage,32.8,0 - < 35.4 : Q1 & Q2,Finger Lakes,
162,,2143,,44,Schuyler,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",3,Percentage,40.1,37.8 + : Q4,Finger Lakes,
163,689,2144,,45,Seneca,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",3,Percentage,39.6,37.8 + : Q4,Finger Lakes,
164,1757,2178,,46,Steuben,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",1,Percentage,34.8,0 - < 35.4 : Q1 & Q2,Finger Lakes,
165,318,631,,54,Wayne,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",2,Percentage,37.6,35.4 - < 37.8 : Q3,Finger Lakes,
166,,2225,,57,Yates,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",2,Percentage,35.8,35.4 - < 37.8 : Q3,Finger Lakes,
167,,,,102,Finger Lakes,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,"Percentage overweight or obese (85th percentile or higher) - All students (elementary, middle and high school)",g65,,,Percentage,34.3,,Finger Lakes,
